HumanSymbol	chr	snp	locus	gene_biotype	MouseSymbol	expression	lin.exprs	specific	co.reg	diff	score	pLI	score.pLI
PSMB8	6	rs9275326	HLA-DBQ1	protein_coding	Psmb8	0	0	0	0	0	0	0.0120031719912635	0.012
ZBTB9	6	rs9275326	HLA-DBQ1	protein_coding	Zbtb9	0	0	0	0	0	0	0.0121593630542635	0.012
HSPA12B	20	rs8118008	DDRGK1	protein_coding	Hspa12b	0	0	0	0	0	0	0.0105082037359554	0.011
ORAI3	16	rs14235	BCKDK-STX1B	protein_coding	Orai3	0	0	0	0	0	0	0.0109506896081293	0.011
PANK2	20	rs8118008	DDRGK1	protein_coding	Pank2	0	0	0	0	0	0	0.0107918334564396	0.011
AHSP	16	rs14235	BCKDK-STX1B	protein_coding	Ahsp	0	0	0	0	0	0	0.00985693954905296	0.01
APOM	6	rs9275326	HLA-DBQ1	protein_coding	Apom	0	0	0	0	0	0	0.00854307555982986	0.009
GPX5	6	rs9468199	ZNF184	protein_coding	Gpx5	0	0	0	0	0	0	0.00888467745572368	0.009
HLA-DQB2	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	0.00935592869459469	0.009
MCCD1	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	0.00896309387231422	0.009
HPD	12	rs11060180	CCDC62	protein_coding	Hpd	0	0	0	0	0	0	0.00776520567552076	0.008
KCNK10	14	rs8005172	GALC	protein_coding	Kcnk10	0	0	0	0	0	0	0.00757969172842383	0.008
C3orf38	3	rs115185635	KRT8P25-APOOP2	protein_coding	4930453N24Rik	0	0	0	0	0	0	0.00699878324708333	0.007
C3orf62	3	rs12497850	NCKIPSD	protein_coding	1700102P08Rik	0	0	0	0	0	0	0.00712465933483595	0.007
C19orf35	19	rs62120679	SPPL2B	protein_coding	NA	0	0	0	0	0	0	0.00635456730822442	0.006
CCR10	17	rs601999	ATP6V0A1	protein_coding	Ccr10	0	0	0	0	0	0	0.00620605308801029	0.006
SPTSSB	3	rs34016896	NMD3	protein_coding	Sptssb	0	0	0	0	0	0	0.00589959099120582	0.006
ZNF646	16	rs14235	BCKDK-STX1B	protein_coding	Zfp646	0	0	0	0	0	0	0.00556536047832854	0.006
CXCL9	4	rs6812193	FAM47E-SCARB2	protein_coding	Cxcl9	0	0	0	0	0	0	0.00533395218084944	0.005
HLA-DMB	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	0.00490510636506002	0.005
HLA-DQA2	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	0.00504406368032515	0.005
RXFP4	1	rs35749011	GBA-SYT11	protein_coding	Rxfp4	0	0	0	0	0	0	0.00549581832537321	0.005
C6orf25	6	rs9275326	HLA-DBQ1	protein_coding	G6b	0	0	0	0	0	0	0.0040376920872826	0.004
PLEKHH3	17	rs601999	ATP6V0A1	protein_coding	Plekhh3	0	0	0	0	0	0	0.00376066186801617	0.004
SOWAHB	4	rs6812193	FAM47E-SCARB2	protein_coding	Sowahb	0	0	0	0	0	0	0.00410236827486597	0.004
STH	17	rs17649553	MAPT	protein_coding	NA	0	0	0	0	0	0	0.00444466614164462	0.004
ZNF286B	17	rs11868035	SREBF1-RAI1	protein_coding	NA	0	0	0	0	0	0	0.00374602908975049	0.004
ABCB9	12	rs11060180	CCDC62	protein_coding	Abcb9	0	0	0	0	0	0	0.00290110755910397	0.003
ARSJ	4	rs78738012	ANK2	protein_coding	Arsj	0	0	0	0	0	0	0.00345579904808939	0.003
BAK1	6	rs9275326	HLA-DBQ1	protein_coding	Bak1	0	0	0	0	0	0	0.00348654810029572	0.003
DCLRE1C	10	rs7077361	ITGA8	protein_coding	Dclre1c	0	0	0	0	0	0	0.00286935735912744	0.003
DCLRE1C	10	rs10906923	FAM171A1	protein_coding	Dclre1c	0	0	0	0	0	0	0.00286935735912744	0.003
ETV4	17	rs601999	ATP6V0A1	protein_coding	Etv4	0	0	0	0	0	0	0.00270290986689264	0.003
FGFR3	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Fgfr3	0	0	0	0	0	0	0.00290912236409275	0.003
GLT8D1	3	rs143918452	ALAS1	protein_coding	Glt8d1	0	0	0	0	0	0	0.00348977535071494	0.003
HIST1H2BL	6	rs9468199	ZNF184	protein_coding	Hist1h2bj	0	0	0	0	0	0	0.00286755404850941	0.003
HIST1H2BM	6	rs9468199	ZNF184	protein_coding	Hist1h2bn	0	0	0	0	0	0	0.00275346435077864	0.003
HLA-DRB5	6	rs9275326	HLA-DBQ1	protein_coding	H2-Eb1	0	0	0	0	0	0	0.0032272662883476	0.003
LST1	6	rs9275326	HLA-DBQ1	protein_coding	Lst1	0	0	0	0	0	0	0.00253791495629015	0.003
MOB3A	19	rs62120679	SPPL2B	protein_coding	Mob3a	0	0	0	0	0	0	0.002927403350296	0.003
PRSS8	16	rs14235	BCKDK-STX1B	protein_coding	Prss8	0	0	0	0	0	0	0.00338430962613161	0.003
SEPT1	16	rs14235	BCKDK-STX1B	protein_coding	Sept1	0	0	0	0	0	0	0.00293746552059533	0.003
SLC26A9	1	rs823118	RAB7L1-NUCKS1	protein_coding	Slc26a9	0	0	0	0	0	0	0.0029854587016256	0.003
ZSCAN23	6	rs9468199	ZNF184	protein_coding	NA	0	0	0	0	0	0	0.00270295085017911	0.003
C1orf186	1	rs823118	RAB7L1-NUCKS1	protein_coding	NA	0	0	0	0	0	0	0.00189512675148331	0.002
DCAF4L2	8	rs60298754	MMP16	protein_coding	NA	0	0	0	0	0	0	0.0016494438654563	0.002
G6PC	17	rs601999	ATP6V0A1	protein_coding	G6pc	0	0	0	0	0	0	0.00181135620983483	0.002
HTR1F	3	rs115185635	KRT8P25-APOOP2	protein_coding	Htr1f	0	0	0	0	0	0	0.00161477471674346	0.002
LY6G6C	6	rs9275326	HLA-DBQ1	protein_coding	Ly6g6c	0	0	0	0	0	0	0.0016526950106923	0.002
MUSTN1	3	rs143918452	ALAS1	protein_coding	Mustn1	0	0	0	0	0	0	0.00175218786439621	0.002
PIWIL2	8	rs2280104	SORBS3	protein_coding	Piwil2	0	0	0	0	0	0	0.0024831521594482	0.002
SGCZ	8	rs591323	FGF20	protein_coding	Sgcz	0	0	0	0	0	0	0.00198581635801512	0.002
TAP2	6	rs9275326	HLA-DBQ1	protein_coding	Tap2	0	0	0	0	0	0	0.00171341819174486	0.002
UBOX5	20	rs8118008	DDRGK1	protein_coding	Ubox5	0	0	0	0	0	0	0.00178682505370842	0.002
ADAT3	19	rs62120679	SPPL2B	protein_coding	Adat3	0	0	0	0	0	0	0.0011796465942971	0.001
AMT	3	rs12497850	NCKIPSD	protein_coding	Amt	0	0	0	0	0	0	0.000569475286585638	0.001
ARHGAP27	17	rs17649553	MAPT	protein_coding	Arhgap27	0	0	0	0	0	0	0.00125584382196987	0.001
CFB	6	rs9275326	HLA-DBQ1	protein_coding	Cfb	0	0	0	0	0	0	0.000978859412496618	0.001
FGFBP1	4	rs11724635	BST1	protein_coding	Fgfbp1	0	0	0	0	0	0	0.00103703132793641	0.001
FKBP10	17	rs601999	ATP6V0A1	protein_coding	Fkbp10	0	0	0	0	0	0	0.000807424942436765	0.001
GPANK1	6	rs9275326	HLA-DBQ1	protein_coding	Gpank1	0	0	0	0	0	0	0.000931901014120056	0.001
HIST1H2AG	6	rs9468199	ZNF184	protein_coding	Hist1h2an	0	0	0	0	0	0	0.000610464103704842	0.001
HIST1H2AM	6	rs9468199	ZNF184	protein_coding	Hist1h2ad	0	0	0	0	0	0	0.000856482029037302	0.001
KRT9	17	rs601999	ATP6V0A1	protein_coding	Krt9	0	0	0	0	0	0	0.00131873053723034	0.001
LY6G5B	6	rs9275326	HLA-DBQ1	protein_coding	Ly6g5b	0	0	0	0	0	0	0.000871193542460961	0.001
MPHOSPH9	12	rs11060180	CCDC62	protein_coding	Mphosph9	0	0	0	0	0	0	0.000759987146945632	0.001
NCR3	6	rs9275326	HLA-DBQ1	protein_coding	Ncr3-ps	0	0	0	0	0	0	0.00146130688438596	0.001
NPM2	8	rs2280104	SORBS3	protein_coding	Npm2	0	0	0	0	0	0	0.000671457222251747	0.001
OLAH	10	rs10906923	FAM171A1	protein_coding	Olah	0	0	0	0	0	0	0.00132846389180959	0.001
OLAH	10	rs7077361	ITGA8	protein_coding	Olah	0	0	0	0	0	0	0.00132846389180959	0.001
PLEKHH1	14	rs1555399	TMEM229B	protein_coding	Plekhh1	0	0	0	0	0	0	0.000660284566746353	0.001
SPINK8	3	rs12497850	NCKIPSD	protein_coding	Spink8	0	0	0	0	0	0	0.00112128585214279	0.001
THAP6	4	rs6812193	FAM47E-SCARB2	protein_coding	NA	0	0	0	0	0	0	0.00144042332675322	0.001
TLR9	3	rs143918452	ALAS1	protein_coding	Tlr9	0	0	0	0	0	0	0.000525225802125772	0.001
TRIM72	16	rs14235	BCKDK-STX1B	protein_coding	Trim72	0	0	0	0	0	0	0.000530648274852266	0.001
ZNF165	6	rs9468199	ZNF184	protein_coding	NA	0	0	0	0	0	0	0.000563292029886091	0.001
ABCA11P	4	rs34311866	TMEM175-GAK-DGKQ	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
ABCB11	2	rs1474055	STK39	protein_coding	Abcb11	0	0	0	0	0	0	2.18849485467569e-10	0
ABCC13	21	rs2823357	USP25	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ABCC5-AS1	3	rs12637471	MCCC1	antisense	NA	0	0	0	0	0	0	0	0
ABCC6P1	16	rs11343	COQ7	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ABCD2	12	rs76904798	LRRK2	protein_coding	Abcd2	0	0	0	0	0	0	2.96980747420595e-06	0
ABCF2P1	3	rs115185635	KRT8P25-APOOP2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ABHD14A-ACY1	3	rs143918452	ALAS1	protein_coding	NA	0	0	0	0	0	0	2.24506546646095e-05	0
ABI1P1	14	rs11158026	GCH1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ACMSD	2	rs6430538	ACMSD-TMEM163	protein_coding	Acmsd	0	0	0	0	0	0	1.98871537094846e-07	0
ACTG1P24	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ACY1	3	rs143918452	ALAS1	protein_coding	Acy1	0	0	0	0	0	0	7.69184316863466e-05	0
ADAM24P	8	rs591323	FGF20	unitary_pseudogene	NA	0	0	0	0	0	0	0	0
ADAM33	20	rs8118008	DDRGK1	protein_coding	Adam33	0	0	0	0	0	0	1.31263464951389e-11	0
ADAMTSL5	19	rs62120679	SPPL2B	protein_coding	Adamtsl5	0	0	0	0	0	0	3.22271116895574e-10	0
AGER	6	rs9275326	HLA-DBQ1	protein_coding	Ager	0	0	0	0	0	0	1.46448261051773e-10	0
AK3P3	7	rs199347	GPNMB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ALDOAP1	3	rs143918452	ALAS1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ALG1L11P	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ALG1L12P	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ALPK1	4	rs78738012	ANK2	protein_coding	Alpk1	0	0	0	0	0	0	9.99914293624518e-08	0
AMH	19	rs62120679	SPPL2B	protein_coding	Amh	0	0	0	0	0	0	4.8954693456369e-05	0
ANKRD20A18P	21	rs2823357	USP25	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
AOC2	17	rs601999	ATP6V0A1	protein_coding	Aoc2	0	0	0	0	0	0	5.13940212237188e-10	0
AOC3	17	rs601999	ATP6V0A1	protein_coding	Aoc3	0	0	0	0	0	0	6.4699578127283e-09	0
AOC4P	17	rs601999	ATP6V0A1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
APOOP2	3	rs115185635	KRT8P25-APOOP2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ARL14	3	rs34016896	NMD3	protein_coding	Arl14	0	0	0	0	0	0	2.57323247313565e-06	0
ARL17A	17	rs17649553	MAPT	protein_coding	NA	0	0	0	0	0	0	0	0
ARL17B	17	rs17649553	MAPT	protein_coding	NA	0	0	0	0	0	0	0	0
ART3	4	rs6812193	FAM47E-SCARB2	protein_coding	Art3	0	0	0	0	0	0	2.26602612517891e-08	0
ASH1L-AS1	1	rs35749011	GBA-SYT11	antisense	NA	0	0	0	0	0	0	0	0
ASH1L-IT1	1	rs35749011	GBA-SYT11	sense_intronic	NA	0	0	0	0	0	0	0	0
ATP5C1P1	14	rs11158026	GCH1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ATP5LP7	17	rs601999	ATP6V0A1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ATP6V0A2	12	rs11060180	CCDC62	protein_coding	Atp6v0a2	0	0	0	0	0	0	4.73810629233338e-06	0
ATP6V1G2-DDX39B	6	rs9275326	HLA-DBQ1	protein_coding		0	0	0	0	0	0	0	0
ATP8B3	19	rs62120679	SPPL2B	protein_coding	Atp8b3	0	0	0	0	0	0	9.18832885175999e-22	0
AVPR1B	1	rs823118	RAB7L1-NUCKS1	protein_coding	Avpr1b	0	0	0	0	0	0	2.82255376407223e-05	0
B3GAT3P1	3	rs34016896	NMD3	processed_pseudogene	NA	0	0	0	0	0	0	0	0
B3GNT4	12	rs11060180	CCDC62	protein_coding	B3gnt4	0	0	0	0	0	0	3.93670006882859e-06	0
BCAS2P1	11	rs3793947	DLG2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
BIN3	8	rs2280104	SORBS3	protein_coding	Bin3	0	0	0	0	0	0	5.99066271257055e-06	0
BLACAT1	1	rs823118	RAB7L1-NUCKS1	lincRNA	NA	0	0	0	0	0	0	0	0
BLK	8	rs2740594	CTSB	protein_coding	Blk	0	0	0	0	0	0	2.86165843035065e-07	0
BNIP3P41	4	rs34311866	TMEM175-GAK-DGKQ	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
BRCA1	17	rs601999	ATP6V0A1	protein_coding	Brca1	0	0	0	0	0	0	3.28742187416399e-20	0
BRD2-IT1	6	rs9275326	HLA-DBQ1	sense_intronic	NA	0	0	0	0	0	0	0	0
BSN-AS1	3	rs12497850	NCKIPSD	antisense	NA	0	0	0	0	0	0	0	0
BSN-AS2	3	rs12497850	NCKIPSD	lincRNA	NA	0	0	0	0	0	0	0	0
BST1	4	rs11724635	BST1	protein_coding	Bst1	0	0	0	0	0	0	2.81284355269231e-08	0
BTF3P9	1	rs4653767	ITPKB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
BTNL2	6	rs9275326	HLA-DBQ1	protein_coding	Btnl2	0	0	0	0	0	0	2.02725572868094e-07	0
C12orf40	12	rs76904798	LRRK2	protein_coding	CN725425	0	0	0	0	0	0	1.15273949503851e-19	0
C16orf58	16	rs14235	BCKDK-STX1B	protein_coding	BC017158	0	0	0	0	0	0	1.17704527811772e-10	0
C16orf97	16	rs4784227	TOX3	processed_transcript	NA	0	0	0	0	0	0	0	0
C19orf71	19	rs62120679	SPPL2B	protein_coding	4930404N11Rik	0	0	0	0	0	0	0	0
C1DP5	11	rs3793947	DLG2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
C1orf189	1	rs35749011	GBA-SYT11	protein_coding	1700094D03Rik	0	0	0	0	0	0	0.000114764896185549	0
C2	6	rs9275326	HLA-DBQ1	protein_coding	C2	0	0	0	0	0	0	1.37888637170214e-06	0
C2-AS1	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
C20orf141	20	rs8118008	DDRGK1	protein_coding	1700020A23Rik	0	0	0	0	0	0	0.000122910761361037	0
C3orf84	3	rs12497850	NCKIPSD	protein_coding	BC048562	0	0	0	0	0	0	0.000221291799515334	0
C4A	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	0	0
C4A-AS1	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
C4B	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	0	0
C4B-AS1	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
C6orf10	6	rs9275326	HLA-DBQ1	protein_coding	BC051142	0	0	0	0	0	0	1.22806574585252e-13	0
C6orf47-AS1	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
C6orf48	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	5.82446544381436e-05	0
C8orf49	8	rs2740594	CTSB	lincRNA	NA	0	0	0	0	0	0	0	0
C8orf58	8	rs2280104	SORBS3	protein_coding	9930012K11Rik	0	0	0	0	0	0	7.25833522609638e-07	0
CAB39P1	5	rs2694528	ELOVL7	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CACTIN-AS1	19	rs62120679	SPPL2B	antisense	NA	0	0	0	0	0	0	0	0
CASC16	16	rs4784227	TOX3	lincRNA	NA	0	0	0	0	0	0	0	0
CASC22	16	rs4784227	TOX3	lincRNA	NA	0	0	0	0	0	0	0	0
CBX5P1	3	rs115185635	KRT8P25-APOOP2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CC2D2A	4	rs11724635	BST1	protein_coding	Cc2d2a	0	0	0	0	0	0	5.49406447707416e-15	0
CCDC144B	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
CCDC150P1	12	rs11060180	CCDC62	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CCDC158	4	rs6812193	FAM47E-SCARB2	protein_coding	Ccdc158	0	0	0	0	0	0	2.98525360726236e-13	0
CCDC189	16	rs14235	BCKDK-STX1B	protein_coding	Ccdc189	0	0	0	0	0	0	0	0
CCDC51	3	rs12497850	NCKIPSD	protein_coding	Ccdc51	0	0	0	0	0	0	1.46055955445772e-06	0
CCDC62	12	rs11060180	CCDC62	protein_coding	Ccdc62	0	0	0	0	0	0	1.43534739270012e-12	0
CCNT2-AS1	2	rs6430538	ACMSD-TMEM163	antisense	NA	0	0	0	0	0	0	0	0
CD38	4	rs11724635	BST1	protein_coding	Cd38	0	0	0	0	0	0	7.65670798329562e-05	0
CD83P1	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CDKN2AIPNLP1	1	rs4653767	ITPKB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CDNF	10	rs10906923	FAM171A1	protein_coding	Cdnf	0	0	0	0	0	0	0.000111034121691279	0
CDNF	10	rs7077361	ITGA8	protein_coding	Cdnf	0	0	0	0	0	0	0.000111034121691279	0
CELSR3-AS1	3	rs12497850	NCKIPSD	antisense	NA	0	0	0	0	0	0	0	0
CERS6-AS1	2	rs1474055	STK39	processed_transcript	NA	0	0	0	0	0	0	0	0
CHMP4BP1	14	rs11158026	GCH1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CLEC19A	16	rs11343	COQ7	protein_coding	NA	0	0	0	0	0	0	0	0
CLIP1-AS1	12	rs11060180	CCDC62	lincRNA	NA	0	0	0	0	0	0	0	0
CLK2P1	7	rs199347	GPNMB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CLUHP3	16	rs14235	BCKDK-STX1B	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
CNBD1	8	rs60298754	MMP16	protein_coding	Cnbd1	0	0	0	0	0	0	2.81654403463771e-10	0
CNTLN	9	rs13294100	SH3GL2	protein_coding	Cntln	0	0	0	0	0	0	0	0
COL11A2P1	6	rs9275326	HLA-DBQ1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
COL7A1	3	rs12497850	NCKIPSD	protein_coding	Col7a1	0	0	0	0	0	0	2.10611122198023e-18	0
COQ8A	1	rs4653767	ITPKB	protein_coding	Coq8a	0	0	0	0	0	0	0	0
COTL1P1	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
COX11P1	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
COX7A2P1	14	rs1555399	TMEM229B	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CPEB2-AS1	4	rs11724635	BST1	lincRNA	NA	0	0	0	0	0	0	0	0
CPXM1	20	rs8118008	DDRGK1	protein_coding	Cpxm1	0	0	0	0	0	0	2.33840235512205e-11	0
CRIPAK	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	NA	0	0	0	0	0	0	2.43127197997244e-12	0
CSNK1G2-AS1	19	rs62120679	SPPL2B	antisense	NA	0	0	0	0	0	0	0	0
CTAGE14P	2	rs1474055	STK39	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CTBP1-AS	4	rs34311866	TMEM175-GAK-DGKQ	antisense	NA	0	0	0	0	0	0	0	0
CTBP1-AS2	4	rs34311866	TMEM175-GAK-DGKQ	antisense	NA	0	0	0	0	0	0	0	0
CTF2P	16	rs14235	BCKDK-STX1B	unitary_pseudogene	NA	0	0	0	0	0	0	0	0
CTSE	1	rs823118	RAB7L1-NUCKS1	protein_coding	Ctse	0	0	0	0	0	0	4.86866962963033e-07	0
CYCSP28	11	rs3793947	DLG2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CYCSP42	21	rs2823357	USP25	processed_pseudogene	NA	0	0	0	0	0	0	0	0
CYP21A1P	6	rs9275326	HLA-DBQ1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
CYP2AB1P	3	rs12637471	MCCC1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
CYP2C56P	2	rs353116	SCN3A	processed_pseudogene	NA	0	0	0	0	0	0	0	0
DAP3P1	1	rs35749011	GBA-SYT11	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
DCLRE1CP1	10	rs10906923	FAM171A1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
DCLRE1CP1	10	rs7077361	ITGA8	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
DCST1	1	rs35749011	GBA-SYT11	protein_coding	Dcst1	0	0	0	0	0	0	3.88695922784292e-15	0
DCST2	1	rs35749011	GBA-SYT11	protein_coding	Dcst2	0	0	0	0	0	0	1.45881629274481e-09	0
DDIAS	11	rs3793947	DLG2	protein_coding	Ddias	0	0	0	0	0	0	0	0
DDX39B-AS1	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
DEFB108P3	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
DEFB108P4	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
DEFB109P1	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
DEFB109P3	8	rs2740594	CTSB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
DEFB130	8	rs2740594	CTSB	protein_coding	NA	0	0	0	0	0	0	0	0
DEFB135	8	rs2740594	CTSB	protein_coding	NA	0	0	0	0	0	0	1.31655071986469e-06	0
DEPDC1B	5	rs2694528	ELOVL7	protein_coding	Depdc1b	0	0	0	0	0	0	2.28513658245294e-05	0
DHRS9	2	rs1474055	STK39	protein_coding	Dhrs9	0	0	0	0	0	0	2.60804336160151e-07	0
DHX58	17	rs601999	ATP6V0A1	protein_coding	Dhx58	0	0	0	0	0	0	7.28555219955648e-08	0
DISC1-IT1	1	rs10797576	SIPA1L2	sense_intronic	NA	0	0	0	0	0	0	0	0
DLGAP5	14	rs11158026	GCH1	protein_coding	Dlgap5	0	0	0	0	0	0	1.74110377765691e-05	0
DNAH1	3	rs143918452	ALAS1	protein_coding	Dnah1	0	0	0	0	0	0	4.42227332517076e-20	0
DNAH10	12	rs11060180	CCDC62	protein_coding	Dnah10	0	0	0	0	0	0	4.14031534574386e-37	0
DND1P1	17	rs17649553	MAPT	processed_pseudogene	NA	0	0	0	0	0	0	0	0
DOK2	8	rs2280104	SORBS3	protein_coding	Dok2	0	0	0	0	0	0	2.33626639170304e-06	0
DRC3	17	rs11868035	SREBF1-RAI1	protein_coding	Drc3	0	0	0	0	0	0	0	0
EDDM3CP	2	rs6430538	ACMSD-TMEM163	processed_pseudogene	NA	0	0	0	0	0	0	0	0
EEF1A1P6	7	rs199347	GPNMB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
EEF1A1P8	3	rs12637471	MCCC1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
EEF1GP4	3	rs34016896	NMD3	processed_pseudogene	NA	0	0	0	0	0	0	0	0
EFNA4	1	rs35749011	GBA-SYT11	protein_coding	Efna4	0	0	0	0	0	0	0.000252891317706202	0
EGFL8	6	rs9275326	HLA-DBQ1	protein_coding	Egfl8	0	0	0	0	0	0	3.51576835152093e-06	0
EHMT2-AS1	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
EIF4EP3	3	rs12637471	MCCC1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ENPP7P12	8	rs2740594	CTSB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ENPP7P6	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ENTPD4	8	rs2280104	SORBS3	protein_coding	NA	0	0	0	0	0	0	2.06793054504749e-11	0
EPHX1	1	rs4653767	ITPKB	protein_coding	Ephx1	0	0	0	0	0	0	1.6189441694091e-07	0
ERLEC1P1	21	rs2823357	USP25	processed_pseudogene	NA	0	0	0	0	0	0	0	0
EVPLL	17	rs11868035	SREBF1-RAI1	protein_coding	NA	0	0	0	0	0	0	2.73060502638625e-08	0
FAM106A	17	rs11868035	SREBF1-RAI1	protein_coding	NA	0	0	0	0	0	0	0	0
FAM107B	10	rs7077361	ITGA8	protein_coding	Fam107b	0	0	0	0	0	0	0.00019611623707521	0
FAM107B	10	rs10906923	FAM171A1	protein_coding	Fam107b	0	0	0	0	0	0	0.00019611623707521	0
FAM13A-AS1	4	rs356182	SNCA	antisense	NA	0	0	0	0	0	0	0	0
FAM160B2	8	rs2280104	SORBS3	protein_coding	Fam160b2	0	0	0	0	0	0	2.05240114095338e-05	0
FAM167A-AS1	8	rs2740594	CTSB	antisense	NA	0	0	0	0	0	0	0	0
FAM183DP	2	rs34043159	IL1R2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
FAM200B	4	rs11724635	BST1	protein_coding	NA	0	0	0	0	0	0	0	0
FAM215B	17	rs17649553	MAPT	lincRNA	NA	0	0	0	0	0	0	0	0
FAM221A	7	rs199347	GPNMB	protein_coding	Fam221a	0	0	0	0	0	0	5.09767784280586e-09	0
FAM35CP	14	rs8005172	GALC	processed_pseudogene	NA	0	0	0	0	0	0	0	0
FAM47E-STBD1	4	rs6812193	FAM47E-SCARB2	protein_coding	NA	0	0	0	0	0	0	1.57859436993511e-07	0
FAM53A	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Fam53a	0	0	0	0	0	0	3.00698000612452e-05	0
FAM60DP	8	rs2280104	SORBS3	processed_pseudogene	NA	0	0	0	0	0	0	0	0
FAM66A	8	rs2740594	CTSB	lincRNA	NA	0	0	0	0	0	0	0	0
FAM66D	8	rs2740594	CTSB	antisense	NA	0	0	0	0	0	0	0	0
FAM71D	14	rs1555399	TMEM229B	protein_coding	Fam71d	0	0	0	0	0	0	0	0
FAM72A	1	rs823118	RAB7L1-NUCKS1	protein_coding	Fam72a	0	0	0	0	0	0	0	0
FAM90A25P	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
FAM90A2P	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
