sample_id	file	total_mass	internal_scale	external_scale
TH_020_G07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G07/abundances.cxb	225965	1.31038	1
TH_020_G08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G08/abundances.cxb	331853	1.57547	1
TH_020_G09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G09/abundances.cxb	99021	0.210857	1
TH_020_G10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G10/abundances.cxb	326936	1.72999	1
TH_020_G11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G11/abundances.cxb	405402	2.11094	1
TH_020_G12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G12/abundances.cxb	2452	0.00229353	1
TH_020_H01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H01/abundances.cxb	1.47208e+06	4.32124	1
TH_020_H02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H02/abundances.cxb	958767	3.32781	1
TH_020_H03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H03/abundances.cxb	459181	1.43782	1
TH_020_H04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H04/abundances.cxb	539353	3.10308	1
TH_020_H05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H05/abundances.cxb	550382	1.21805	1
TH_020_H06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H06/abundances.cxb	613407	1.74538	1
TH_020_H07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H07/abundances.cxb	946624	2.52881	1
TH_020_H08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H08/abundances.cxb	771530	1.59482	1
TH_020_H09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H09/abundances.cxb	1.21679e+06	3.72407	1
TH_020_H10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H10/abundances.cxb	806075	1.88669	1
TH_020_H11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H11/abundances.cxb	836844	1.57725	1
TH_020_H12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_H12/abundances.cxb	1.28042e+06	2.91767	1
